Label(A_A'_B_X),E_A1,E_A',E_P,E_K,E_H
Fe_Pd_Pt_S_,-8.161,-5.227,-65.892,-89.991,-66.057
Fe_Pd_Y_O_,-8.161,-5.227,-96.716,-124.71,-94.795
Fe_Pr_As_S_,-8.161,-4.725,-62.898,-84.568,-63.448
Fe_Pr_Bi_O_,-8.161,-4.725,-73.036,-101.126,-75.453
Fe_Pr_Li_Te_,-8.161,-4.725,-52.744,-68.996,-52.423
Fe_Pr_Na_S_,-8.161,-4.725,-60.721,-80.089,-60.865
Fe_Pr_Pt_O_,-8.161,-4.725,-78.129,-105.168,-74.112
Fe_Pr_Rh_Se_,-8.161,-4.725,-67.365,-90.265,-68.072
Fe_Pr_Rh_S_,-8.161,-4.725,-73.276,-96.958,-73.449
Fe_Pr_V_O_,-8.161,-4.725,-97.75,-127.355,-96.934
Fe_Pr_V_S_,-8.161,-4.725,-79.478,-108.192,-79.31
Fe_Pt_Ag_Te_,-8.161,-6.119,-50.832,-66.173,-49.401
Fe_Pt_Al_S_,-8.161,-6.119,-64.119,-83.146,-62.602
Fe_Pt_Ba_O_,-8.161,-6.119,-76.709,-99.566,-73.876
Fe_Pt_Bi_O_,-8.161,-6.119,-73.036,-97.004,-69.575
Fe_Pt_Ca_Se_,-8.161,-6.119,-61.275,-79.528,-58.821
Fe_Pt_In_O_,-8.161,-6.119,-72.292,-91.46,-69.151
Fe_Pt_Li_O_,-8.161,-6.119,-78.318,-99.553,-70.013
Fe_Pt_Yb_S_,-8.161,-6.119,-67.046,-86.62,-63.939
Fe_Rb_As_S_,-8.161,-0.923,-62.898,-76.518,-57.598
Fe_Rb_Cr_S_,-8.161,-0.923,-78.997,-97.382,-71.354
Fe_Rb_Hg_S_,-8.161,-0.923,-51.85,-60.868,-45.429
Fe_Rb_La_O_,-8.161,-0.923,-90.3,-113.998,-85.12
Fe_Rb_Pt_S_,-8.161,-0.923,-65.892,-83.703,-62.596
Fe_Rb_Sn_O_,-8.161,-0.923,-75.032,-92.845,-69.358
Fe_Rb_Zr_S_,-8.161,-0.923,-82.021,-105.711,-76.245
Fe_Rh_Ag_O_,-8.161,-7.276,-70.847,-94.113,-63.8
Fe_Rh_Ca_Te_,-8.161,-7.276,-55.364,-73.728,-55.206
Fe_Rh_Lu_Se_,-8.161,-7.276,-67.499,-91.281,-67.666
Fe_Rh_Tb_S_,-8.161,-7.276,-74.85,-99.602,-74.24
Fe_Rh_Y_Se_,-8.161,-7.276,-74.052,-100.006,-73.764
Fe_Sb_Al_S_,-8.161,-4.008,-64.119,-80.266,-60.427
Fe_Sb_As_Te_,-8.161,-4.008,-55.863,-68.107,-51.031
Fe_Sb_Bi_Se_,-8.161,-4.008,-58.489,-74.838,-53.908
Fe_Sb_Co_Se_,-8.161,-4.008,-65.975,-85.867,-61.843
Fe_Sb_Li_Te_,-8.161,-4.008,-52.744,-65.697,-48.613
Fe_Sb_Ni_Se_,-8.161,-4.008,-61.094,-79.37,-56.584
Fe_Sb_Rb_O_,-8.161,-4.008,-69.069,-87.725,-62.963
Fe_Sb_Tb_S_,-8.161,-4.008,-74.85,-95.168,-70.564
Fe_Sb_V_Se_,-8.161,-4.008,-72.376,-94.237,-70.631
Fe_Sc_Gd_S_,-8.161,-6.201,-74.895,-101.686,-76.856
Fe_Sc_Ho_Te_,-8.161,-6.201,-61.48,-84.895,-62.992
Fe_Sc_In_Se_,-8.161,-6.201,-55.667,-75.275,-57.074
Fe_Sc_Li_Se_,-8.161,-6.201,-57.312,-78.222,-59.42
Fe_Sc_Mo_Se_,-8.161,-6.201,-76.419,-106.022,-77.456
Fe_Sc_Na_S_,-8.161,-6.201,-60.721,-82.583,-62.455
Fe_Sc_Rh_Se_,-8.161,-6.201,-67.365,-92.528,-66.481
Fe_Sc_Sb_O_,-8.161,-6.201,-73.928,-103.545,-73.151
Fe_Sc_Yb_O_,-8.161,-6.201,-82.688,-111.857,-82.562
Fe_Sm_Bi_O_,-8.161,-4.636,-73.036,-101.515,-75.775
Fe_Sm_Ca_Te_,-8.161,-4.636,-55.364,-73.157,-54.726
Fe_Sm_Dy_O_,-8.161,-4.636,-90.93,-120.409,-91.371
Fe_Sm_Ho_S_,-8.161,-4.636,-74.694,-99.674,-74.816
Fe_Sm_In_O_,-8.161,-4.636,-72.292,-97.365,-71.323
Fe_Sm_Mo_S_,-8.161,-4.636,-83.38,-112.826,-83.0
Fe_Sm_Rh_S_,-8.161,-4.636,-73.276,-97.185,-73.3
Fe_Sm_Sb_O_,-8.161,-4.636,-73.928,-102.933,-76.199
Fe_Sm_Sn_O_,-8.161,-4.636,-75.032,-103.256,-77.045
Fe_Sm_Tl_Se_,-8.161,-4.636,-54.633,-72.662,-55.035
Fe_Sn_Al_Se_,-8.161,-3.797,-58.197,-73.852,-53.493
Fe_Sn_As_O_,-8.161,-3.797,-75.384,-97.979,-69.691
Fe_Sn_Dy_S_,-8.161,-3.797,-74.778,-95.031,-70.51
Fe_Sn_La_O_,-8.161,-3.797,-90.3,-116.084,-87.54
Fe_Sn_Li_O_,-8.161,-3.797,-78.318,-100.303,-69.111
Fe_Sn_Ni_Se_,-8.161,-3.797,-61.094,-79.714,-56.94
Fe_Sn_Pd_O_,-8.161,-3.797,-76.704,-98.811,-70.288
Fe_Sn_Sc_S_,-8.161,-3.797,-79.315,-101.126,-74.905
Fe_Sn_Tb_S_,-8.161,-3.797,-74.85,-95.157,-70.567
Fe_Sn_Yb_O_,-8.161,-3.797,-82.688,-103.709,-76.66
Fe_Sn_Yb_S_,-8.161,-3.797,-67.046,-83.587,-60.873
Fe_Sr_Cr_O_,-8.161,-1.634,-95.928,-120.034,-90.137
Fe_Sr_Er_S_,-8.161,-1.634,-74.465,-96.303,-70.871
Fe_Sr_Mo_S_,-8.161,-1.634,-83.38,-109.046,-79.4
Fe_Sr_Na_S_,-8.161,-1.634,-60.721,-75.489,-56.312
Fe_Sr_Rh_O_,-8.161,-1.634,-80.777,-106.782,-76.848
Fe_Sr_Tb_S_,-8.161,-1.634,-74.85,-96.664,-71.146
Fe_Sr_Tm_S_,-8.161,-1.634,-74.354,-96.165,-70.762
Fe_Tb_As_Te_,-8.161,-4.553,-55.863,-70.727,-53.446
Fe_Tb_Cr_S_,-8.161,-4.553,-78.997,-107.324,-78.301
Fe_Tb_Li_O_,-8.161,-4.553,-78.318,-104.855,-73.635
Fe_Tb_Lu_Se_,-8.161,-4.553,-67.499,-90.061,-67.857
Fe_Tb_Sb_Te_,-8.161,-4.553,-54.403,-72.033,-54.032
Fe_Tb_Tl_Se_,-8.161,-4.553,-54.633,-72.769,-55.03
Fe_Tb_Tl_S_,-8.161,-4.553,-59.293,-78.911,-59.359
Fe_Tb_Yb_O_,-8.161,-4.553,-82.688,-109.69,-80.722
Fe_Tl_Al_O_,-8.161,-2.269,-87.281,-105.719,-81.048
Fe_Tl_Co_S_,-8.161,-2.269,-72.45,-88.909,-65.143
Fe_Tl_In_S_,-8.161,-2.269,-60.12,-73.207,-52.941
Fe_Tl_Pd_O_,-8.161,-2.269,-76.704,-94.215,-67.332
Fe_Tl_Sm_O_,-8.161,-2.269,-89.799,-113.117,-84.506
Fe_Tm_Ag_O_,-8.161,-4.472,-70.847,-96.857,-65.608
Fe_Tm_Cr_Se_,-8.161,-4.472,-71.29,-97.877,-71.284
Fe_Tm_Gd_Se_,-8.161,-4.472,-68.496,-91.627,-68.781
Fe_Tm_Li_Se_,-8.161,-4.472,-57.312,-76.523,-57.939
Fe_Tm_Lu_O_,-8.161,-4.472,-91.832,-121.391,-92.502
Fe_Tm_Sb_O_,-8.161,-4.472,-73.928,-103.43,-71.561
Fe_Tm_Sb_S_,-8.161,-4.472,-63.099,-85.303,-62.791
Fe_Tm_Sm_O_,-8.161,-4.472,-89.799,-119.936,-90.55
Fe_Tm_Sn_S_,-8.161,-4.472,-63.82,-84.654,-63.678
Fe_Tm_Tl_O_,-8.161,-4.472,-70.815,-95.598,-66.778
Fe_Tm_Zr_Se_,-8.161,-4.472,-75.081,-104.018,-77.032
Fe_V_Ag_Se_,-8.161,-8.955,-54.681,-74.898,-56.068
Fe_V_Al_Te_,-8.161,-8.955,-53.42,-71.961,-54.348
Fe_V_Al_Se_,-8.161,-8.955,-58.197,-78.72,-60.059
Fe_V_Ca_Se_,-8.161,-8.955,-61.275,-82.828,-62.259
Fe_V_Co_O_,-8.161,-8.955,-84.161,-112.252,-86.081
Fe_V_Cu_O_,-8.161,-8.955,-73.144,-105.387,-73.839
Fe_V_Dy_Se_,-8.161,-8.955,-68.242,-90.046,-70.21
Fe_V_Ga_Se_,-8.161,-8.955,-56.158,-76.217,-57.554
Fe_V_Li_Te_,-8.161,-8.955,-52.744,-70.877,-53.835
Fe_V_Li_Se_,-8.161,-8.955,-57.312,-78.214,-58.85
Fe_V_Lu_S_,-8.161,-8.955,-74.316,-100.525,-76.466
Fe_V_Pt_Se_,-8.161,-8.955,-61.582,-87.534,-64.841
Fe_V_Sb_Te_,-8.161,-8.955,-54.403,-74.944,-56.062
Fe_V_Tb_Se_,-8.161,-8.955,-68.173,-92.665,-69.913
Fe_Y_Co_O_,-8.161,-6.427,-84.161,-114.764,-85.208
Fe_Y_Cu_O_,-8.161,-6.427,-73.144,-104.068,-73.191
Fe_Y_Cu_Te_,-8.161,-6.427,-52.891,-71.162,-54.471
Fe_Y_Pd_Te_,-8.161,-6.427,-58.94,-79.82,-60.34
Fe_Y_Pr_S_,-8.161,-6.427,-69.203,-102.028,-77.056
Fe_Y_Pt_S_,-8.161,-6.427,-65.892,-93.743,-70.66
Fe_Y_Tm_Se_,-8.161,-6.427,-67.808,-92.473,-70.113
Fe_Y_Yb_Te_,-8.161,-6.427,-54.335,-73.662,-55.49
Fe_Yb_Ag_S_,-8.161,-1.468,-59.349,-75.437,-56.212
Fe_Yb_Ca_Se_,-8.161,-1.468,-61.275,-78.587,-58.285
Fe_Yb_Hg_O_,-8.161,-1.468,-64.038,-82.133,-55.222
Fe_Yb_K_O_,-8.161,-1.468,-71.191,-92.42,-65.869
Fe_Yb_Tb_S_,-8.161,-1.468,-74.85,-97.252,-71.864
Fe_Yb_Zr_Se_,-8.161,-1.468,-75.081,-101.193,-73.964
Fe_Yb_Zr_S_,-8.161,-1.468,-82.021,-110.165,-81.112
Fe_Zr_Ce_Se_,-8.161,-8.521,-62.769,-93.911,-72.272
Fe_Zr_Gd_Se_,-8.161,-8.521,-68.496,-93.523,-72.123
Fe_Zr_Ho_O_,-8.161,-8.521,-91.102,-123.33,-94.906
Fe_Zr_La_O_,-8.161,-8.521,-90.3,-123.988,-95.066
Fe_Zr_Mo_O_,-8.161,-8.521,-99.0,-133.059,-102.242
Fe_Zr_Mo_S_,-8.161,-8.521,-83.38,-117.066,-85.98
Fe_Zr_Rh_S_,-8.161,-8.521,-73.276,-101.231,-73.219
Fe_Zr_Sn_O_,-8.161,-8.521,-75.032,-103.711,-81.573
Ga_Ag_Al_Te_,-2.923,-2.725,-42.071,-55.893,-41.814
Ga_Ag_As_Te_,-2.923,-2.725,-42.481,-56.215,-42.043
Ga_Ag_Ba_Te_,-2.923,-2.725,-42.81,-56.571,-42.81
Ga_Ag_Ce_Te_,-2.923,-2.725,-53.296,-70.295,-52.53
Ga_Ag_Cr_Te_,-2.923,-2.725,-55.329,-73.615,-54.945
Ga_Ag_Eu_S_,-2.923,-2.725,-63.584,-84.04,-62.85
Ga_Ag_Gd_S_,-2.923,-2.725,-63.645,-84.129,-62.918
Ga_Ag_La_S_,-2.923,-2.725,-64.803,-85.643,-64.067
Ga_Ag_Rh_O_,-2.923,-2.725,-69.393,-89.803,-68.338
Ga_Ag_Sb_Te_,-2.923,-2.725,-41.867,-55.333,-41.372
Ga_Ag_Sn_Te_,-2.923,-2.725,-41.871,-55.423,-41.514
Ga_Ag_Sr_O_,-2.923,-2.725,-67.141,-86.344,-65.458
Ga_Ag_Tl_O_,-2.923,-2.725,-60.828,-76.41,-53.214
Ga_Ag_Tm_Te_,-2.923,-2.725,-51.965,-68.643,-51.314
Ga_Ag_Zr_Se_,-2.923,-2.725,-66.067,-88.013,-65.999
Ga_Al_As_Se_,-2.923,-3.738,-45.834,-61.93,-46.585
Ga_Al_Ba_Te_,-2.923,-3.738,-42.81,-58.57,-44.207
Ga_Al_Co_O_,-2.923,-3.738,-71.867,-94.416,-73.565
Ga_Al_Co_S_,-2.923,-3.738,-57.897,-78.167,-59.327
Ga_Al_Dy_O_,-2.923,-3.738,-80.804,-106.215,-82.333
Ga_Al_Eu_Se_,-2.923,-3.738,-58.757,-78.418,-58.833
Ga_Al_Hg_Te_,-2.923,-3.738,-29.859,-40.975,-31.017
Ga_Al_Ho_O_,-2.923,-3.738,-80.955,-106.431,-82.484
Ga_Al_K_Te_,-2.923,-3.738,-36.502,-50.181,-36.269
Ga_Al_K_S_,-2.923,-3.738,-47.095,-63.961,-48.501
Ga_Al_Lu_O_,-2.923,-3.738,-81.6,-107.342,-83.16
Ga_Al_Nd_Te_,-2.923,-3.738,-53.209,-71.1,-53.357
Ga_Al_Ni_Te_,-2.923,-3.738,-45.837,-61.907,-46.629
Ga_Al_Sb_Se_,-2.923,-3.738,-45.48,-61.134,-46.016
Ga_Al_Sc_Se_,-2.923,-3.738,-62.209,-83.137,-62.39
Ga_Al_Sn_Te_,-2.923,-3.738,-41.871,-56.926,-42.895
Ga_Al_Sn_Se_,-2.923,-3.738,-45.796,-62.647,-47.206
Ga_Al_Tl_S_,-2.923,-3.738,-45.998,-63.404,-48.074
Ga_Al_Yb_Se_,-2.923,-3.738,-47.157,-64.678,-48.886
Ga_As_Ba_S_,-2.923,-4.581,-52.636,-69.151,-52.603
Ga_As_Ca_Se_,-2.923,-4.581,-48.16,-65.209,-48.933
Ga_As_Cs_O_,-2.923,-4.581,-57.837,-76.766,-58.315
Ga_As_Cs_Se_,-2.923,-4.581,-40.563,-54.135,-39.931
Ga_As_Cu_O_,-2.923,-4.581,-63.106,-85.973,-59.092
Ga_As_Eu_Se_,-2.923,-4.581,-58.757,-77.417,-58.515
Ga_As_Hg_O_,-2.923,-4.581,-45.057,-71.991,-48.381
Ga_As_Hg_S_,-2.923,-4.581,-37.152,-49.931,-36.603
Ga_As_In_Te_,-2.923,-4.581,-38.337,-52.241,-39.429
Ga_As_Li_S_,-2.923,-4.581,-49.696,-66.71,-50.19
Ga_As_Pt_O_,-2.923,-4.581,-61.198,-81.249,-62.451
Ga_As_Sb_O_,-2.923,-4.581,-60.428,-81.962,-62.0
Ga_As_Sb_Te_,-2.923,-4.581,-41.867,-56.431,-42.621
Ga_As_Tl_S_,-2.923,-4.581,-45.998,-61.887,-46.197
Ga_As_Yb_Te_,-2.923,-4.581,-41.661,-56.774,-42.889
Ga_Ba_Ag_S_,-2.923,-1.914,-46.298,-60.722,-46.729
Ga_Ba_Cu_Te_,-2.923,-1.914,-39.854,-53.674,-40.685
Ga_Ba_Hg_Se_,-2.923,-1.914,-33.64,-45.518,-34.656
Ga_Ba_La_S_,-2.923,-1.914,-64.803,-88.061,-66.519
Ga_Ba_Rh_O_,-2.923,-1.914,-69.393,-92.011,-69.382
Ga_Ba_Tl_O_,-2.923,-1.914,-60.828,-76.732,-59.935
Ga_Ba_Y_Te_,-2.923,-1.914,-58.382,-79.109,-59.662
Ga_Bi_Al_Te_,-2.923,-3.743,-42.071,-56.48,-42.499
Ga_Bi_Cs_Te_,-2.923,-3.743,-35.762,-48.988,-37.441
Ga_Bi_Er_O_,-2.923,-3.743,-81.112,-106.818,-81.973
Ga_Bi_Er_Se_,-2.923,-3.743,-58.342,-77.055,-57.601
Ga_Bi_K_Te_,-2.923,-3.743,-36.502,-49.978,-37.829
Ga_Bi_Na_O_,-2.923,-3.743,-65.138,-84.09,-63.105
Ga_Bi_Na_Se_,-2.923,-3.743,-42.603,-57.356,-43.416
Ga_Bi_Na_S_,-2.923,-3.743,-47.59,-63.43,-47.901
Ga_Bi_Nd_Se_,-2.923,-3.743,-58.893,-77.663,-58.048
Ga_Bi_Ni_Te_,-2.923,-3.743,-45.837,-61.621,-46.333
Ga_Bi_Pr_Se_,-2.923,-3.743,-58.878,-77.661,-58.03
Ga_Bi_Y_S_,-2.923,-3.743,-69.408,-91.976,-68.716
Ga_Ca_Ag_Te_,-2.923,-1.918,-37.228,-50.591,-38.345
Ga_Ca_Ba_Se_,-2.923,-1.918,-47.489,-66.166,-50.284
Ga_Ca_Cr_S_,-2.923,-1.918,-66.561,-90.414,-67.187
Ga_Ca_Er_O_,-2.923,-1.918,-81.112,-108.72,-82.279
Ga_Ca_Hg_Te_,-2.923,-1.918,-29.859,-40.755,-30.8
Ga_Ca_Li_O_,-2.923,-1.918,-68.388,-89.061,-66.775
Ga_Ca_Lu_O_,-2.923,-1.918,-81.6,-109.294,-82.75
Ga_Ca_Na_Te_,-2.923,-1.918,-36.921,-50.24,-38.934
Ga_Ca_Na_S_,-2.923,-1.918,-47.59,-63.667,-48.098
Ga_Ca_Zr_O_,-2.923,-1.918,-91.056,-121.536,-91.806
Ga_Ce_As_S_,-2.923,-4.731,-49.041,-69.318,-52.846
Ga_Ce_Ca_Se_,-2.923,-4.731,-48.16,-70.31,-54.369
Ga_Ce_Ho_O_,-2.923,-4.731,-80.955,-111.649,-85.076
Ga_Ce_Na_Se_,-2.923,-4.731,-42.603,-61.306,-47.557
Ga_Ce_Rb_Se_,-2.923,-4.731,-41.004,-59.558,-46.85
Ga_Ce_Rh_Te_,-2.923,-4.731,-52.462,-74.23,-56.039
Ga_Ce_Sb_Te_,-2.923,-4.731,-41.867,-59.188,-45.193
Ga_Ce_Tb_Te_,-2.923,-4.731,-52.627,-73.689,-56.129
Ga_Ce_Tm_Te_,-2.923,-4.731,-51.965,-72.571,-55.234
Ga_Ce_Yb_S_,-2.923,-4.731,-51.82,-75.369,-58.232
Ga_Ce_Zr_O_,-2.923,-4.731,-91.056,-124.863,-94.126
Ga_Co_As_Te_,-2.923,-6.825,-42.481,-59.673,-45.706
Ga_Co_Ca_O_,-2.923,-6.825,-69.006,-93.05,-71.908
Ga_Co_Cr_O_,-2.923,-6.825,-83.373,-112.906,-87.521
Ga_Co_Na_Se_,-2.923,-6.825,-42.603,-60.229,-46.196
Ga_Co_Yb_O_,-2.923,-6.825,-69.534,-94.273,-72.571
Ga_Cr_Cu_Te_,-2.923,-9.494,-39.854,-58.223,-45.004
Ga_Cr_Er_Te_,-2.923,-9.494,-52.143,-72.442,-55.218
Ga_Cr_In_O_,-2.923,-9.494,-60.422,-85.119,-65.674
Ga_Cr_In_Se_,-2.923,-9.494,-39.502,-62.438,-48.26
Ga_Cr_Li_S_,-2.923,-9.494,-49.696,-71.934,-55.567
Ga_Cr_Sn_S_,-2.923,-9.494,-49.293,-72.049,-55.281
Ga_Cs_As_S_,-2.923,-0.831,-49.041,-64.141,-47.881
Ga_Cs_Ca_S_,-2.923,-0.831,-52.573,-68.331,-51.598
Ga_Cs_Fe_S_,-2.923,-0.831,-61.137,-79.62,-59.476
Ga_Cs_Hg_S_,-2.923,-0.831,-37.152,-46.679,-35.16
Ga_Cs_Ho_Se_,-2.923,-0.831,-58.445,-77.221,-57.784
Ga_Cs_K_S_,-2.923,-0.831,-47.095,-56.751,-43.991
Ga_Cs_Mo_Se_,-2.923,-0.831,-65.789,-87.456,-64.178
Ga_Cs_Na_Te_,-2.923,-0.831,-36.921,-46.635,-36.911
Ga_Cs_Na_S_,-2.923,-0.831,-47.59,-57.423,-45.878
Ga_Cs_Pd_Se_,-2.923,-0.831,-49.322,-63.244,-47.897
Ga_Cs_Pd_S_,-2.923,-0.831,-53.001,-67.915,-51.213
Ga_Cs_Sn_S_,-2.923,-0.831,-49.293,-64.597,-48.217
Ga_Cs_Tl_S_,-2.923,-0.831,-45.998,-56.84,-43.824
Ga_Cs_Yb_Te_,-2.923,-0.831,-41.661,-53.751,-40.208
Ga_Cs_Zr_Te_,-2.923,-0.831,-59.875,-79.211,-58.869
Ga_Cu_Fe_S_,-2.923,-3.73,-61.137,-81.406,-61.882
Ga_Cu_Hg_O_,-2.923,-3.73,-45.057,-67.427,-49.023
Ga_Cu_Pt_O_,-2.923,-3.73,-61.198,-93.285,-64.084
Ga_Cu_Rh_Te_,-2.923,-3.73,-52.462,-70.021,-52.55
Ga_Cu_Sr_Te_,-2.923,-3.73,-42.124,-56.168,-42.611
Ga_Cu_Tb_S_,-2.923,-3.73,-63.612,-84.351,-63.118
Ga_Dy_Ba_O_,-2.923,-4.528,-66.279,-91.216,-69.955
Ga_Dy_Co_O_,-2.923,-4.528,-71.867,-98.16,-75.203
Ga_Dy_Co_Te_,-2.923,-4.528,-49.734,-70.238,-52.837
Ga_Dy_Cr_O_,-2.923,-4.528,-83.373,-114.014,-86.109
Ga_Dy_Cr_Te_,-2.923,-4.528,-55.329,-77.219,-57.582
Ga_Dy_Eu_Se_,-2.923,-4.528,-58.757,-81.804,-62.257
Ga_Dy_Gd_Se_,-2.923,-4.528,-58.749,-81.71,-62.167
Ga_Dy_Hg_Se_,-2.923,-4.528,-33.64,-49.162,-37.911
Ga_Dy_Li_O_,-2.923,-4.528,-68.388,-95.266,-72.931
Ga_Dy_Lu_Se_,-2.923,-4.528,-57.976,-79.793,-60.887
Ga_Dy_Lu_S_,-2.923,-4.528,-61.149,-86.968,-66.528
Ga_Dy_Ni_O_,-2.923,-4.528,-65.203,-96.855,-67.723
Ga_Dy_Pd_Te_,-2.923,-4.528,-46.462,-65.347,-49.854
Ga_Dy_Rb_S_,-2.923,-4.528,-45.551,-65.869,-51.271
Ga_Dy_Sb_O_,-2.923,-4.528,-60.428,-88.531,-64.784
Ga_Dy_Sb_S_,-2.923,-4.528,-48.727,-69.355,-53.195
Ga_Dy_Sr_Te_,-2.923,-4.528,-42.124,-61.742,-47.773
Ga_Dy_Yb_O_,-2.923,-4.528,-69.534,-97.201,-74.578
Ga_Er_Ce_O_,-2.923,-4.492,-78.499,-109.081,-82.556
Ga_Er_Co_Se_,-2.923,-4.492,-53.595,-75.772,-57.368
Ga_Er_Cs_Se_,-2.923,-4.492,-40.563,-59.294,-46.645
Ga_Er_Eu_Se_,-2.923,-4.492,-58.757,-81.651,-62.11
Ga_Er_Gd_O_,-2.923,-4.492,-80.447,-110.661,-84.602
Ga_Er_Hg_Se_,-2.923,-4.492,-33.64,-49.126,-37.878
Ga_Er_Mo_S_,-2.923,-4.492,-71.415,-99.925,-74.412
Ga_Er_Rb_Se_,-2.923,-4.492,-41.004,-59.808,-46.67
Ga_Er_Sb_Te_,-2.923,-4.492,-41.867,-58.834,-44.782
Ga_Er_Sb_Se_,-2.923,-4.492,-45.48,-64.453,-49.353
Ga_Er_Sb_S_,-2.923,-4.492,-48.727,-69.317,-53.133
Ga_Er_Sn_S_,-2.923,-4.492,-49.293,-71.263,-54.833
Ga_Er_Yb_S_,-2.923,-4.492,-51.82,-75.541,-58.285
Ga_Eu_Ba_Te_,-2.923,-4.605,-42.81,-62.937,-48.766
Ga_Eu_Cs_Te_,-2.923,-4.605,-35.762,-52.438,-41.577
Ga_Eu_Cs_S_,-2.923,-4.605,-44.806,-65.081,-51.167
Ga_Eu_Cu_S_,-2.923,-4.605,-48.603,-70.763,-53.888
Ga_Eu_Hg_Te_,-2.923,-4.605,-29.859,-43.634,-33.721
Ga_Eu_In_S_,-2.923,-4.605,-46.257,-66.657,-50.961
Ga_Eu_La_Se_,-2.923,-4.605,-60.181,-84.011,-63.995
Ga_Eu_Na_O_,-2.923,-4.605,-65.138,-90.543,-69.39
Ga_Eu_Pt_O_,-2.923,-4.605,-61.198,-86.827,-69.691
Ga_Eu_Pt_Te_,-2.923,-4.605,-48.694,-67.98,-51.747
Ga_Eu_Rh_O_,-2.923,-4.605,-69.393,-95.879,-73.446
Ga_Eu_Rh_S_,-2.923,-4.605,-59.558,-84.027,-64.067
Ga_Eu_Sb_Se_,-2.923,-4.605,-45.48,-64.598,-49.359
Ga_Eu_Sr_Se_,-2.923,-4.605,-47.098,-69.119,-53.526
Ga_Eu_Tl_Te_,-2.923,-4.605,-36.997,-53.78,-41.5
Ga_Fe_Ni_S_,-2.923,-8.161,-53.756,-75.928,-57.318
Ga_Fe_Pt_S_,-2.923,-8.161,-54.467,-78.551,-58.643
Ga_Fe_Rh_Se_,-2.923,-8.161,-55.449,-78.84,-59.156
Ga_Fe_Sb_O_,-2.923,-8.161,-60.428,-86.216,-64.874
Ga_Fe_Sc_O_,-2.923,-8.161,-86.456,-115.681,-90.104
Ga_Fe_Sc_Te_,-2.923,-8.161,-56.068,-76.938,-58.343
Ga_Gd_Ag_O_,-2.923,-4.584,-60.656,-86.239,-67.041
Ga_Gd_Ag_Se_,-2.923,-4.584,-41.375,-59.867,-46.323
Ga_Gd_Ag_S_,-2.923,-4.584,-46.298,-66.228,-50.888
Ga_Gd_Bi_O_,-2.923,-4.584,-61.072,-86.892,-64.994
Ga_Gd_Cr_S_,-2.923,-4.584,-66.561,-93.423,-69.739
Ga_Gd_Hg_Te_,-2.923,-4.584,-29.859,-43.633,-33.716
Ga_Gd_Hg_S_,-2.923,-4.584,-37.152,-54.17,-41.729
Ga_Gd_La_S_,-2.923,-4.584,-64.803,-90.422,-68.899
Ga_Gd_Mo_Se_,-2.923,-4.584,-65.789,-92.352,-68.847
Ga_Gd_Na_Se_,-2.923,-4.584,-42.603,-61.689,-47.723
Ga_Gd_Pd_O_,-2.923,-4.584,-64.652,-95.476,-70.438
Ga_Gd_Rb_O_,-2.923,-4.584,-59.882,-84.911,-65.289
Ga_Gd_Tb_S_,-2.923,-4.584,-63.612,-88.641,-67.488
Ga_Gd_Tl_Se_,-2.923,-4.584,-41.75,-60.485,-46.72
Ga_Hg_Bi_Se_,-2.923,-0.189,-45.679,-57.51,-42.32
Ga_Hg_Ca_O_,-2.923,-0.189,-69.006,-85.966,-65.535
Ga_Hg_Cs_O_,-2.923,-0.189,-57.837,-70.327,-52.437
Ga_Hg_Eu_S_,-2.923,-0.189,-63.584,-81.013,-59.829
Ga_Hg_Li_O_,-2.923,-0.189,-68.388,-82.112,-59.633
Ga_Hg_Pr_Se_,-2.923,-0.189,-58.878,-74.848,-55.238
Ga_Hg_Rh_Se_,-2.923,-0.189,-55.449,-70.435,-52.379
Ga_Hg_V_Se_,-2.923,-0.189,-61.116,-79.826,-59.366
Ga_Hg_Y_S_,-2.923,-0.189,-69.408,-88.791,-65.665
Ga_Ho_Al_S_,-2.923,-4.508,-53.101,-74.769,-56.741
Ga_Ho_As_Se_,-2.923,-4.508,-45.834,-65.135,-49.714
Ga_Ho_Bi_S_,-2.923,-4.508,-48.966,-69.533,-53.278
Ga_Ho_Ca_O_,-2.923,-4.508,-69.006,-96.309,-72.672
Ga_Ho_Cr_S_,-2.923,-4.508,-66.561,-93.143,-69.52
Ga_Ho_Eu_S_,-2.923,-4.508,-63.584,-88.569,-67.432
Ga_Ho_Hg_O_,-2.923,-4.508,-45.057,-74.8,-57.97
Ga_Ho_K_Te_,-2.923,-4.508,-36.502,-53.393,-41.616
Ga_Ho_Lu_Se_,-2.923,-4.508,-57.976,-79.709,-60.806
Ga_Ho_Na_S_,-2.923,-4.508,-47.59,-68.459,-52.807
Ga_Ho_Nd_Te_,-2.923,-4.508,-53.209,-74.202,-56.481
Ga_Ho_Rb_Se_,-2.923,-4.508,-41.004,-59.815,-46.704
Ga_Ho_Sn_S_,-2.923,-4.508,-49.293,-71.275,-54.857
Ga_Ho_Tb_Te_,-2.923,-4.508,-52.627,-73.099,-55.574
Ga_Ho_Tb_S_,-2.923,-4.508,-63.612,-87.221,-67.296
Ga_In_Ag_O_,-2.923,-2.574,-60.656,-80.417,-59.298
Ga_In_Fe_S_,-2.923,-2.574,-61.137,-81.159,-60.858
